City,State,Temperature_F_grouped,Visibility mi group,Weather Conditions,Distance mi,Duration min,Hour of Accident,Severity
Valencia,CA,51-60,6-10,Cloudy,0.14,133,20,2
La Puente,CA,51-60,6-10,Cloudy,0.01,134,7,2
Ontario,CA,51-60,6-10,Cloudy,0.04,137,22,2
Byron,CA,51-60,6-10,Cloudy,0.02,130,17,2
Fresno,CA,51-60,6-10,Cloudy,0.04,131,8,2
Lancaster,CA,51-60,6-10,Cloudy,0.02,131,10,2
Stevenson Ranch,CA,51-60,6-10,Cloudy,0.13,131,9,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,132,8,2
Pacifica,CA,51-60,6-10,Cloudy,0.04,142,19,2
Yuba City,CA,51-60,6-10,Cloudy,0.25,127,22,2
Carmel,CA,51-60,6-10,Cloudy,0.12,128,14,2
Cool,CA,51-60,6-10,Cloudy,0.04,128,14,2
Aptos,CA,51-60,6-10,Cloudy,0.02,129,12,2
Ben Lomond,CA,51-60,6-10,Cloudy,0.03,129,12,2
Redwood City,CA,51-60,6-10,Cloudy,0.02,130,10,2
San Jose,CA,51-60,6-10,Cloudy,0.03,132,17,2
San Lorenzo,CA,51-60,6-10,Cloudy,0.02,132,17,2
Bonsall,CA,51-60,6-10,Cloudy,0.02,133,12,2
San Diego,CA,51-60,6-10,Cloudy,0.03,137,7,2
Los Angeles,CA,51-60,6-10,Cloudy,0.12,147,11,2
Maricopa,CA,51-60,6-10,Cloudy,0.31,179,23,2
Chino Hills,CA,51-60,6-10,Cloudy,0.49,26,12,2
Palo Alto,CA,51-60,6-10,Cloudy,1.94,54,13,2
Costa Mesa,CA,51-60,6-10,Cloudy,0.06,128,23,2
San Diego,CA,51-60,6-10,Cloudy,0.11,128,16,2
Glendale,CA,51-60,6-10,Cloudy,0.02,131,11,2
Oxnard,CA,51-60,6-10,Cloudy,0.21,131,17,2
Rancho Cordova,CA,51-60,6-10,Cloudy,0.91,131,14,2
Santa Barbara,CA,51-60,6-10,Cloudy,0.01,132,14,2
Ladera Ranch,CA,51-60,6-10,Cloudy,0.01,133,23,2
Irvine,CA,51-60,6-10,Cloudy,0.06,134,18,2
Pittsburg,CA,51-60,6-10,Cloudy,0.01,136,11,2
San Diego,CA,51-60,6-10,Cloudy,0.11,136,16,2
San Diego,CA,51-60,6-10,Cloudy,0.05,137,17,2
Laguna Beach,CA,51-60,6-10,Cloudy,0.01,142,18,2
Valley Village,CA,51-60,6-10,Cloudy,0.03,152,17,2
Moreno Valley,CA,51-60,6-10,Cloudy,1.48,32,12,2
Los Angeles,CA,51-60,6-10,Cloudy,0.05,127,10,2
Oakland,CA,51-60,6-10,Cloudy,0.03,127,17,2
Los Angeles,CA,51-60,6-10,Cloudy,0.01,129,10,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,129,11,2
Los Angeles,CA,51-60,6-10,Cloudy,0.04,130,11,2
Marysville,CA,51-60,6-10,Cloudy,0.12,132,14,2
Milpitas,CA,51-60,6-10,Cloudy,0.03,132,17,2
Santa Maria,CA,51-60,6-10,Cloudy,0.01,133,15,2
Marysville,CA,51-60,6-10,Cloudy,0.07,134,15,2
Burlingame,CA,51-60,6-10,Cloudy,0.1,135,17,2
Fontana,CA,51-60,6-10,Cloudy,0.06,135,14,2
Sunland,CA,51-60,6-10,Cloudy,0.01,135,12,2
Marysville,CA,51-60,6-10,Cloudy,1.11,202,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.28,22,14,2
Los Angeles,CA,51-60,6-10,Cloudy,1.08,23,18,2
Oakland,CA,51-60,6-10,Cloudy,1.02,23,12,2
Hollister,CA,51-60,6-10,Cloudy,1.35,49,17,2
Camarillo,CA,51-60,6-10,Cloudy,0.21,128,15,2
Carmichael,CA,51-60,6-10,Cloudy,0.01,128,13,2
San Jose,CA,51-60,6-10,Cloudy,0.14,128,13,2
Bakersfield,CA,51-60,6-10,Cloudy,0.01,129,18,2
Olivehurst,CA,51-60,6-10,Cloudy,0.02,130,14,2
Woodland Hills,CA,51-60,6-10,Cloudy,0.01,130,17,2
Yuba City,CA,51-60,6-10,Cloudy,0.09,131,11,2
Compton,CA,51-60,6-10,Cloudy,0.01,132,11,2
Running Springs,CA,51-60,6-10,Cloudy,0.03,132,17,2
Selma,CA,51-60,6-10,Cloudy,0.01,138,13,2
Sacramento,CA,51-60,6-10,Cloudy,0.06,140,14,2
Los Angeles,CA,51-60,6-10,Cloudy,0.04,167,21,2
San Jose,CA,51-60,6-10,Cloudy,0.11,203,11,2
Emeryville,CA,51-60,6-10,Cloudy,2.17,281,15,2
Compton,CA,51-60,6-10,Cloudy,0.03,126,20,2
Salinas,CA,51-60,6-10,Cloudy,0.3,127,15,2
Fresno,CA,51-60,6-10,Cloudy,0.01,131,22,2
San Leandro,CA,51-60,6-10,Cloudy,0.05,134,14,2
Cerritos,CA,51-60,6-10,Cloudy,0.04,136,11,2
El Monte,CA,51-60,6-10,Cloudy,0.02,137,11,2
Bakersfield,CA,51-60,6-10,Cloudy,0.93,192,12,2
San Marcos,CA,51-60,6-10,Cloudy,0.49,30,14,2
Running Springs,CA,51-60,6-10,Cloudy,0.09,126,18,2
Anaheim,CA,51-60,6-10,Cloudy,0.02,127,13,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,127,15,2
Whittier,CA,51-60,6-10,Cloudy,0.02,127,11,2
Chatsworth,CA,51-60,6-10,Cloudy,0.02,128,14,2
Los Angeles,CA,51-60,6-10,Cloudy,0.01,132,11,2
Orange,CA,51-60,6-10,Cloudy,0.06,132,14,2
La Puente,CA,51-60,6-10,Cloudy,0.06,133,14,2
Los Angeles,CA,51-60,6-10,Cloudy,0.06,133,18,2
Fair Oaks,CA,51-60,6-10,Cloudy,0.01,136,14,2
Costa Mesa,CA,51-60,6-10,Cloudy,0.02,137,13,2
Roseville,CA,51-60,6-10,Cloudy,0.02,138,14,2
Chatsworth,CA,51-60,6-10,Cloudy,0.02,148,14,2
Los Angeles,CA,51-60,6-10,Cloudy,0.08,148,10,2
Los Angeles,CA,51-60,6-10,Cloudy,0.66,191,17,2
Los Angeles,CA,51-60,6-10,Cloudy,0.01,132,14,2
Santa Clarita,CA,51-60,6-10,Cloudy,0.05,132,14,2
Los Angeles,CA,51-60,6-10,Cloudy,0.01,133,14,2
Modesto,CA,51-60,6-10,Cloudy,0.06,136,18,2
Irvine,CA,51-60,6-10,Cloudy,6.67,306,14,2
Los Angeles,CA,51-60,6-10,Cloudy,3.14,388,13,2
Los Angeles,CA,51-60,6-10,Cloudy,3.14,388,13,2
Inglewood,CA,61-70,6-10,Cloudy,0.02,128,16,2
Los Angeles,CA,61-70,6-10,Cloudy,0.46,128,14,2
San Jose,CA,61-70,6-10,Cloudy,0.01,128,16,2
Orange,CA,61-70,6-10,Cloudy,0.52,130,16,2
Orange,CA,61-70,6-10,Cloudy,0.03,134,15,2
San Diego,CA,61-70,6-10,Cloudy,0.01,139,12,2
Milpitas,CA,61-70,6-10,Cloudy,0.01,151,18,2
San Clemente,CA,61-70,6-10,Cloudy,0.21,154,14,2
Anaheim,CA,61-70,6-10,Cloudy,0.01,128,14,2
Selma,CA,61-70,6-10,Cloudy,0.02,129,12,2
Rowland Heights,CA,61-70,6-10,Cloudy,0.14,131,15,2
Fontana,CA,61-70,6-10,Cloudy,0.35,152,15,2
Brea,CA,61-70,6-10,Cloudy,0.05,147,17,2
South El Monte,CA,61-70,6-10,Cloudy,0.02,133,10,2
Hacienda Heights,CA,61-70,6-10,Cloudy,0.02,139,13,2
Placerville,CA,41-50,6-10,Cloudy,0.03,165,14,2
Menlo Park,CA,51-60,6-10,Cloudy,1.67,23,7,2
Pioneer,CA,31-40,6-10,Cloudy,0.28,131,9,2
Tahoe City,CA,31-40,6-10,Cloudy,0.02,131,15,2
Danville,CA,41-50,6-10,Cloudy,0.08,171,8,2
Galt,CA,41-50,6-10,Cloudy,0.18,130,7,2
Sacramento,CA,41-50,6-10,Cloudy,0.01,131,5,2
Sacramento,CA,41-50,6-10,Cloudy,0.01,135,7,2
Sacramento,CA,41-50,6-10,Cloudy,0.05,131,4,2
Oakdale,CA,41-50,6-10,Cloudy,0.02,136,21,2
Emeryville,CA,41-50,6-10,Cloudy,0.03,133,8,2
Santa Margarita,CA,41-50,6-10,Cloudy,0.88,135,7,2
Fresno,CA,41-50,6-10,Cloudy,0.32,126,3,2
Los Angeles,CA,41-50,6-10,Cloudy,0.03,128,5,2
Los Angeles,CA,41-50,6-10,Cloudy,0.03,155,5,2
San Francisco,CA,41-50,6-10,Cloudy,0.04,182,7,2
Sacramento,CA,41-50,6-10,Cloudy,0.01,129,11,2
Fresno,CA,41-50,6-10,Cloudy,0.01,132,11,2
Greenbrae,CA,41-50,6-10,Cloudy,0.03,134,10,2
North Highlands,CA,41-50,6-10,Cloudy,0.03,136,11,2
Hayward,CA,51-60,6-10,Cloudy,0.02,139,10,2
Orange,CA,51-60,6-10,Cloudy,0.23,14,5,2
Escondido,CA,51-60,6-10,Cloudy,0.21,127,7,2
Sacramento,CA,41-50,0-5,Rain,0.02,135,13,2
Los Gatos,CA,41-50,0-5,Heavy Precipitation,0.28,338,12,2
San Bernardino,CA,41-50,0-5,Light Precipitation,0.17,129,9,2
Los Angeles,CA,51-60,6-10,Cloudy,0.04,129,5,2
Berkeley,CA,51-60,6-10,Cloudy,0.2,127,12,2
Berkeley,CA,51-60,6-10,Cloudy,0.98,148,11,2
Oakland,CA,51-60,6-10,Cloudy,0.02,136,9,2
El Dorado Hills,CA,41-50,6-10,Fair,0.19,139,7,2
West Covina,CA,41-50,6-10,Fair,2.09,151,7,2
Santa Maria,CA,41-50,6-10,Fair,0.01,130,20,2
Victorville,CA,61-70,6-10,Fair,3.46,69,13,2
Hesperia,CA,61-70,6-10,Fair,1.2,145,15,2
Long Beach,CA,71-80,6-10,Fair,0.19,134,13,2
Bakersfield,CA,41-50,6-10,Light Precipitation,0.03,129,5,2
Livermore,CA,41-50,6-10,Light Precipitation,0.14,135,18,2
Manteca,CA,41-50,6-10,Light Precipitation,1.33,128,7,2
Los Gatos,CA,41-50,6-10,Light Precipitation,0.01,137,20,2
Berkeley,CA,41-50,6-10,Light Precipitation,0.04,126,10,2
Sanger,CA,41-50,6-10,Light Precipitation,0.09,135,6,2
Antioch,CA,51-60,6-10,Light Precipitation,0.02,131,11,2
Fontana,CA,51-60,6-10,Light Precipitation,0.31,30,15,2
Lodi,CA,51-60,6-10,Light Precipitation,0.02,129,12,2
Emeryville,CA,51-60,6-10,Light Precipitation,0.05,201,10,2
Fairfield,CA,51-60,6-10,Light Precipitation,0.24,130,15,2
Fairfield,CA,51-60,6-10,Light Precipitation,0.24,138,15,2
Lost Hills,CA,61-70,6-10,Light Precipitation,0.12,132,11,2
Tehachapi,CA,41-50,6-10,Cloudy,0.03,128,14,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,129,10,2
Fortuna,CA,41-50,6-10,Cloudy,0.02,130,19,2
Camino,CA,31-40,6-10,Cloudy,0.04,126,7,2
Colfax,CA,41-50,6-10,Cloudy,0.06,128,10,2
Pacoima,CA,41-50,6-10,Cloudy,0.99,27,8,2
Pala,CA,41-50,6-10,Cloudy,0.06,135,3,2
Scotts Valley,CA,41-50,6-10,Cloudy,0.02,131,7,2
Sacramento,CA,41-50,6-10,Cloudy,0.82,24,8,2
Los Angeles,CA,41-50,6-10,Cloudy,0.16,134,2,2
Sacramento,CA,41-50,6-10,Cloudy,0.28,134,7,2
Sacramento,CA,41-50,6-10,Cloudy,0.03,156,7,2
Sacramento,CA,41-50,6-10,Cloudy,0.01,213,7,2
Los Angeles,CA,41-50,6-10,Cloudy,7.68,73,6,2
Vallejo,CA,41-50,6-10,Cloudy,0.1,132,8,2
Pomona,CA,41-50,6-10,Cloudy,2.53,33,9,2
Redcrest,CA,41-50,6-10,Cloudy,0.19,126,18,2
Sheridan,CA,41-50,6-10,Cloudy,0.01,132,6,2
Hayward,CA,41-50,6-10,Cloudy,0.07,137,8,2
Berkeley,CA,41-50,6-10,Cloudy,1.08,224,7,2
Hanford,CA,41-50,6-10,Cloudy,0.02,128,20,2
San Francisco,CA,41-50,6-10,Cloudy,0.12,30,17,2
Bakersfield,CA,41-50,6-10,Cloudy,0.75,126,8,2
Berkeley,CA,41-50,6-10,Cloudy,0.81,129,17,2
Hayward,CA,41-50,6-10,Cloudy,0.03,129,0,2
Bakersfield,CA,41-50,6-10,Cloudy,0.01,130,21,2
Bakersfield,CA,41-50,6-10,Cloudy,0.11,130,7,2
Sacramento,CA,41-50,6-10,Cloudy,0.05,130,8,2
Walnut,CA,41-50,6-10,Cloudy,0.01,130,23,2
Linden,CA,41-50,6-10,Cloudy,0.06,132,8,2
Sacramento,CA,41-50,6-10,Cloudy,0.05,135,8,2
Vallejo,CA,41-50,6-10,Cloudy,0.02,136,7,2
Sacramento,CA,41-50,6-10,Cloudy,0.03,152,9,2
Los Angeles,CA,51-60,6-10,Cloudy,1.47,29,18,2
Woodland Hills,CA,51-60,6-10,Cloudy,1.32,128,8,2
Kelseyville,CA,51-60,6-10,Cloudy,0.07,129,20,2
North Hollywood,CA,51-60,6-10,Cloudy,0.02,129,18,2
Salida,CA,51-60,6-10,Cloudy,0.15,135,11,2
San Lorenzo,CA,51-60,6-10,Cloudy,0.01,136,11,2
Santa Cruz,CA,51-60,6-10,Cloudy,0.07,137,10,2
Los Angeles,CA,51-60,6-10,Cloudy,0.03,141,6,2
Hacienda Heights,CA,51-60,6-10,Cloudy,0.01,132,0,2
Bakersfield,CA,51-60,6-10,Cloudy,0.05,126,10,2
Ventura,CA,51-60,6-10,Cloudy,0.03,126,21,2
Milpitas,CA,51-60,6-10,Cloudy,1.33,129,8,2
Galt,CA,51-60,6-10,Cloudy,0.09,131,10,2
Los Angeles,CA,51-60,6-10,Cloudy,0.01,139,20,2
San Diego,CA,51-60,6-10,Cloudy,0.14,140,17,2
Los Gatos,CA,51-60,6-10,Cloudy,0.06,153,10,2
Carmichael,CA,51-60,6-10,Cloudy,0.01,127,14,2
Concord,CA,51-60,6-10,Cloudy,0.03,130,19,2
San Pablo,CA,51-60,6-10,Cloudy,1.47,160,7,2
Los Angeles,CA,51-60,6-10,Cloudy,0.03,131,14,2
San Diego,CA,51-60,6-10,Cloudy,0.25,132,6,2
San Ramon,CA,51-60,6-10,Cloudy,0.02,133,6,2
Fresno,CA,51-60,6-10,Cloudy,0.82,135,16,2
Escondido,CA,51-60,6-10,Cloudy,0.01,136,20,2
Sacramento,CA,51-60,6-10,Cloudy,0.02,138,20,2
Anaheim,CA,51-60,6-10,Cloudy,0.93,140,8,2
San Diego,CA,51-60,6-10,Cloudy,1.32,150,7,2
Pacoima,CA,51-60,6-10,Cloudy,0.18,157,14,2
Los Angeles,CA,51-60,6-10,Cloudy,3.78,202,14,2
Shafter,CA,51-60,6-10,Cloudy,0.08,127,17,2
Costa Mesa,CA,51-60,6-10,Cloudy,0.04,132,16,2
Cerritos,CA,51-60,6-10,Cloudy,0.3,141,9,2
Bakersfield,CA,51-60,6-10,Cloudy,0.01,126,15,2
Bakersfield,CA,51-60,6-10,Cloudy,0.3,135,16,2
Sacramento,CA,51-60,6-10,Cloudy,1.33,139,17,2
Alhambra,CA,51-60,6-10,Cloudy,0.14,130,14,2
Inglewood,CA,51-60,6-10,Cloudy,0.01,130,20,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,130,7,2
Newhall,CA,51-60,6-10,Cloudy,0.02,132,16,2
Cottonwood,CA,51-60,6-10,Cloudy,0.03,134,14,2
National City,CA,51-60,6-10,Cloudy,0.22,134,12,2
Los Angeles,CA,51-60,6-10,Cloudy,0.25,136,13,2
Compton,CA,51-60,6-10,Cloudy,0.02,127,13,2
Marina del Rey,CA,51-60,6-10,Cloudy,0.07,132,6,2
Los Angeles,CA,51-60,6-10,Cloudy,1.26,128,14,2
Long Beach,CA,51-60,6-10,Cloudy,0.87,132,12,2
Los Angeles,CA,51-60,6-10,Cloudy,0.08,133,13,2
Alhambra,CA,51-60,6-10,Cloudy,0.9,163,14,2
Los Angeles,CA,51-60,6-10,Cloudy,2.56,484,11,2
Castaic,CA,61-70,6-10,Cloudy,3.84,80,13,2
Los Angeles,CA,61-70,6-10,Cloudy,0.13,126,11,2
Hacienda Heights,CA,61-70,6-10,Cloudy,0.01,131,5,2
San Diego,CA,61-70,6-10,Cloudy,1.39,91,16,2
Stevenson Ranch,CA,61-70,6-10,Cloudy,0.03,131,11,2
Long Beach,CA,61-70,6-10,Cloudy,0.94,58,14,2
Tulare,CA,61-70,6-10,Cloudy,0.09,131,17,2
Fresno,CA,61-70,6-10,Cloudy,0.16,132,10,2
San Diego,CA,61-70,6-10,Cloudy,0.04,134,12,2
Rowland Heights,CA,71-80,6-10,Cloudy,0.01,130,18,2
La Puente,CA,71-80,6-10,Cloudy,0.01,127,17,2
Fairfield,CA,41-50,6-10,Cloudy,0.43,71,17,2
San Francisco,CA,51-60,6-10,Cloudy,0.78,230,6,2
Red Bluff,CA,31-40,6-10,Fair,0.02,130,8,2
Sacramento,CA,31-40,6-10,Fair,2.39,42,7,2
Visalia,CA,31-40,6-10,Fair,0.01,129,4,2
Sacramento,CA,31-40,6-10,Fair,3.08,41,7,2
Atascadero,CA,31-40,6-10,Fair,0.5,133,9,2
Shingle Springs,CA,31-40,6-10,Fair,0.01,135,9,2
Bridgeport,CA,41-50,6-10,Fair,0.04,126,8,2
Lincoln,CA,41-50,6-10,Fair,0.46,128,0,2
San Jose,CA,41-50,6-10,Fair,0.08,128,7,2
Fresno,CA,41-50,6-10,Fair,0.69,20,7,2
Bakersfield,CA,41-50,6-10,Fair,0.24,127,7,2
Castro Valley,CA,41-50,6-10,Fair,0.01,127,8,2
Riverside,CA,41-50,6-10,Fair,0.16,129,7,2
Riverside,CA,41-50,6-10,Fair,0.6,131,7,2
Colton,CA,41-50,6-10,Fair,1.52,104,8,2
Fairfield,CA,41-50,6-10,Fair,0.25,128,9,2
Loomis,CA,41-50,6-10,Fair,0.05,136,22,2
Santa Cruz,CA,41-50,6-10,Fair,0.03,136,0,2
Arroyo Grande,CA,41-50,6-10,Fair,0.59,127,8,2
Sacramento,CA,41-50,6-10,Fair,0.01,130,1,2
Castro Valley,CA,41-50,6-10,Fair,0.01,133,9,2
Riverside,CA,41-50,6-10,Fair,0.01,136,0,2
Richmond,CA,41-50,6-10,Fair,2.83,193,7,2
San Francisco,CA,41-50,6-10,Fair,0.04,127,8,2
San Jose,CA,41-50,6-10,Fair,0.01,131,22,2
Long Beach,CA,41-50,6-10,Fair,0.01,135,6,2
Oakland,CA,41-50,6-10,Fair,0.66,135,23,2
Arroyo Grande,CA,41-50,6-10,Fair,0.71,28,8,2
Sacramento,CA,41-50,6-10,Fair,0.02,127,8,2
Berkeley,CA,41-50,6-10,Fair,0.16,128,8,2
Camarillo,CA,41-50,6-10,Fair,0.23,129,7,2
Fontana,CA,41-50,6-10,Fair,0.01,129,0,2
Los Angeles,CA,41-50,6-10,Fair,0.01,129,4,2
Sacramento,CA,41-50,6-10,Fair,0.02,130,8,2
Valley Village,CA,41-50,6-10,Fair,1.03,131,7,2
Carmichael,CA,41-50,6-10,Fair,0.03,136,0,2
Los Angeles,CA,41-50,6-10,Fair,0.02,137,6,2
San Diego,CA,41-50,6-10,Fair,0.05,139,8,2
Sacramento,CA,41-50,6-10,Fair,0.01,127,20,2
Visalia,CA,41-50,6-10,Fair,0.05,148,20,2
Hayward,CA,41-50,6-10,Fair,0.01,1207,2,2
Los Angeles,CA,41-50,6-10,Fair,0.02,126,5,2
Burbank,CA,41-50,6-10,Fair,0.16,133,8,2
Tracy,CA,41-50,6-10,Fair,0.02,138,19,2
San Francisco,CA,41-50,6-10,Fair,0.71,141,9,2
West Sacramento,CA,41-50,6-10,Fair,1.35,147,9,2
San Diego,CA,41-50,6-10,Fair,0.75,149,6,2
Tracy,CA,41-50,6-10,Fair,0.02,153,19,2
Westminster,CA,41-50,6-10,Fair,0.17,155,8,2
Whittier,CA,41-50,6-10,Fair,7.71,760,7,2
Ceres,CA,51-60,6-10,Fair,0.16,126,9,2
Santa Cruz,CA,51-60,6-10,Fair,0.02,126,11,2
Castro Valley,CA,51-60,6-10,Fair,0.01,131,19,2
Pleasanton,CA,51-60,6-10,Fair,0.06,158,12,2
Gardena,CA,51-60,6-10,Fair,1.04,23,8,2
San Bernardino,CA,51-60,6-10,Fair,0.31,127,10,2
Novato,CA,51-60,6-10,Fair,0.12,129,8,2
Castaic,CA,51-60,6-10,Fair,0.01,130,0,2
Visalia,CA,51-60,6-10,Fair,0.08,130,9,2
Hayward,CA,51-60,6-10,Fair,0.02,131,20,2
Valley Village,CA,51-60,6-10,Fair,0.01,131,23,2
San Bernardino,CA,51-60,6-10,Fair,0.02,138,20,2
Hayward,CA,51-60,6-10,Fair,0.04,144,19,2
Novato,CA,51-60,6-10,Fair,0.12,173,8,2
Colton,CA,51-60,6-10,Fair,1.83,212,9,2
Colton,CA,51-60,6-10,Fair,1.06,221,9,2
Covina,CA,51-60,6-10,Fair,0.01,130,0,2
Daly City,CA,51-60,6-10,Fair,0.04,131,11,2
Emeryville,CA,51-60,6-10,Fair,0.13,133,10,2
Emeryville,CA,51-60,6-10,Fair,0.02,140,11,2
Union City,CA,51-60,6-10,Fair,2.44,149,10,2
Nipomo,CA,51-60,6-10,Fair,0.05,174,11,2
Emeryville,CA,51-60,6-10,Fair,0.13,179,10,2
Castro Valley,CA,51-60,6-10,Fair,0.02,132,18,2
Glendale,CA,51-60,6-10,Fair,0.77,132,8,2
Los Angeles,CA,51-60,6-10,Fair,0.02,132,7,2
Sacramento,CA,51-60,6-10,Fair,0.02,132,20,2
Pomona,CA,51-60,6-10,Fair,0.21,134,10,2
San Bernardino,CA,51-60,6-10,Fair,0.98,21,11,2
Woodland Hills,CA,51-60,6-10,Fair,4.99,83,8,2
San Francisco,CA,51-60,6-10,Fair,1.58,99,13,2
Walnut,CA,51-60,6-10,Fair,0.3,126,10,2
Valley Village,CA,51-60,6-10,Fair,0.22,128,9,2
Sacramento,CA,51-60,6-10,Fair,0.04,129,19,2
Walnut,CA,51-60,6-10,Fair,0.3,130,10,2
Lancaster,CA,51-60,6-10,Fair,0.2,135,12,2
Studio City,CA,51-60,6-10,Fair,0.05,135,0,2
Sacramento,CA,51-60,6-10,Fair,0.48,139,19,2
Los Angeles,CA,51-60,6-10,Fair,0.02,144,2,2
Newhall,CA,51-60,6-10,Fair,0.87,25,9,2
Richmond,CA,51-60,6-10,Fair,0.2,127,12,2
Laguna Niguel,CA,51-60,6-10,Fair,0.23,132,8,2
Los Angeles,CA,51-60,6-10,Fair,0.02,133,7,2
Fresno,CA,51-60,6-10,Fair,0.07,134,13,2
Los Angeles,CA,51-60,6-10,Fair,0.04,135,19,2
Sacramento,CA,51-60,6-10,Fair,0.01,137,12,2
Los Angeles,CA,51-60,6-10,Fair,0.7,159,7,2
Los Angeles,CA,51-60,6-10,Fair,1.48,386,7,2
Bellflower,CA,51-60,6-10,Fair,1.17,27,7,2
Los Angeles,CA,51-60,6-10,Fair,0.35,27,16,2
San Jose,CA,51-60,6-10,Fair,1.28,29,17,2
Los Angeles,CA,51-60,6-10,Fair,0.37,32,15,2
San Jose,CA,51-60,6-10,Fair,0.58,74,16,2
San Jose,CA,51-60,6-10,Fair,3.7,76,16,2
Los Angeles,CA,51-60,6-10,Fair,8.06,115,19,2
Rancho Cordova,CA,51-60,6-10,Fair,0.3,124,17,2
Rancho Cordova,CA,51-60,6-10,Fair,0.3,128,17,2
Sacramento,CA,51-60,6-10,Fair,0.02,129,18,2
Sacramento,CA,51-60,6-10,Fair,0.18,129,17,2
Encinitas,CA,51-60,6-10,Fair,0.03,130,21,2
Granite Bay,CA,51-60,6-10,Fair,0.05,130,15,2
Riverside,CA,51-60,6-10,Fair,0.09,130,19,2
Granite Bay,CA,51-60,6-10,Fair,0.02,133,20,2
Los Angeles,CA,51-60,6-10,Fair,0.1,133,8,2
Oroville,CA,51-60,6-10,Fair,0.26,133,11,2
Los Angeles,CA,51-60,6-10,Fair,0.01,143,15,2
Danville,CA,51-60,6-10,Fair,0.76,150,13,2
Sacramento,CA,51-60,6-10,Fair,0.02,160,18,2
Walnut Creek,CA,51-60,6-10,Fair,0.77,204,13,2
Danville,CA,51-60,6-10,Fair,0.96,225,13,2
Pleasant Hill,CA,51-60,6-10,Fair,0.81,261,13,2
Concord,CA,51-60,6-10,Fair,0.66,281,14,2
Encinitas,CA,51-60,6-10,Fair,0.38,124,8,2
Inglewood,CA,51-60,6-10,Fair,0.01,127,23,2
Madera,CA,51-60,6-10,Fair,0.02,131,19,2
Compton,CA,51-60,6-10,Fair,0.02,132,23,2
Los Angeles,CA,51-60,6-10,Fair,0.04,132,8,2
Porterville,CA,51-60,6-10,Fair,0.01,135,20,2
Pleasanton,CA,51-60,6-10,Fair,0.13,143,14,2
San Diego,CA,51-60,6-10,Fair,0.02,146,8,2
San Diego,CA,51-60,6-10,Fair,0.02,155,8,2
Los Angeles,CA,51-60,6-10,Fair,0.02,191,20,2
Fair Oaks,CA,51-60,6-10,Fair,0.01,127,18,2
Fresno,CA,51-60,6-10,Fair,0.03,127,17,2
Irvine,CA,51-60,6-10,Fair,0.4,128,10,2
Los Angeles,CA,51-60,6-10,Fair,0.33,128,16,2
Los Angeles,CA,51-60,6-10,Fair,0.01,131,12,2
Los Angeles,CA,51-60,6-10,Fair,0.02,135,21,2
Vallejo,CA,51-60,6-10,Fair,0.21,136,17,2
West Sacramento,CA,51-60,6-10,Fair,0.07,145,17,2
Hesperia,CA,51-60,6-10,Fair,0.75,219,12,2
Fairfield,CA,51-60,6-10,Fair,1.07,264,16,2
Camarillo,CA,51-60,6-10,Fair,7.82,88,16,2
Sacramento,CA,51-60,6-10,Fair,0.21,130,16,2
Los Angeles,CA,51-60,6-10,Fair,0.04,132,10,2
Salinas,CA,51-60,6-10,Fair,0.12,133,19,2
Los Angeles,CA,51-60,6-10,Fair,0.01,136,1,2
Van Nuys,CA,51-60,6-10,Fair,0.7,144,18,2
Van Nuys,CA,51-60,6-10,Fair,1.25,146,18,2
North Hollywood,CA,51-60,6-10,Fair,0.03,154,17,2
Elk Grove,CA,51-60,6-10,Fair,0.02,155,15,2
Torrance,CA,51-60,6-10,Fair,0.75,156,9,2
Sacramento,CA,51-60,6-10,Fair,0.21,169,16,2
Los Angeles,CA,51-60,6-10,Fair,0.01,179,21,2
Sacramento,CA,51-60,6-10,Fair,0.76,212,16,2
Los Angeles,CA,51-60,6-10,Fair,0.02,236,20,2
Sacramento,CA,61-70,6-10,Fair,0.38,20,17,2
Los Angeles,CA,61-70,6-10,Fair,1.64,89,9,2
Los Angeles,CA,61-70,6-10,Fair,0.07,126,10,2
San Diego,CA,61-70,6-10,Fair,0.13,130,8,2
Los Angeles,CA,61-70,6-10,Fair,0.02,131,9,2
Los Angeles,CA,61-70,6-10,Fair,0.09,131,15,2
San Diego,CA,61-70,6-10,Fair,0.01,132,12,2
Los Angeles,CA,61-70,6-10,Fair,0.01,133,18,2
Los Angeles,CA,61-70,6-10,Fair,0.04,135,0,2
Woodland,CA,61-70,6-10,Fair,0.11,135,16,2
Santa Monica,CA,61-70,6-10,Fair,0.04,136,10,2
Santa Monica,CA,61-70,6-10,Fair,0.18,138,9,2
Anaheim,CA,61-70,6-10,Fair,0.03,148,4,2
Walnut,CA,61-70,6-10,Fair,0.39,158,13,2
Los Angeles,CA,61-70,6-10,Fair,0.66,21,15,2
Los Angeles,CA,61-70,6-10,Fair,1.5,29,8,2
Camarillo,CA,61-70,6-10,Fair,1.98,40,16,2
Burbank,CA,61-70,6-10,Fair,1.5,53,17,2
